x [mm], y [mm], u [m/s], v [m/s]
1.850000000000000000e+02, -3.500000000000000000e+01, 1.026365089416503906e+01, 4.365801811218261719e-01
1.950000000000000000e+02, -3.500000000000000000e+01, 1.077273368835449219e+01, 5.850697755813598633e-01
-1.950000000000000000e+02, -2.500000000000000000e+01, 9.805894851684570312e+00, 3.589721918106079102e-01
-1.850000000000000000e+02, -2.500000000000000000e+01, 9.813683509826660156e+00, 3.870942294597625732e-01
-1.750000000000000000e+02, -2.500000000000000000e+01, 9.820837020874023438e+00, 4.210490882396697998e-01
-1.650000000000000000e+02, -2.500000000000000000e+01, 9.829860687255859375e+00, 4.634304642677307129e-01
-1.550000000000000000e+02, -2.500000000000000000e+01, 9.841415405273437500e+00, 5.150845050811767578e-01
-1.450000000000000000e+02, -2.500000000000000000e+01, 9.841673851013183594e+00, 5.739681720733642578e-01
-1.350000000000000000e+02, -2.500000000000000000e+01, 9.955177307128906250e+00, 8.694813251495361328e-01
-1.250000000000000000e+02, -2.500000000000000000e+01, 1.190104866027832031e+01, 4.497226238250732422e+00
-1.150000000000000000e+02, -2.500000000000000000e+01, 1.203577423095703125e+01, 4.391584396362304688e+00
-1.050000000000000000e+02, -2.500000000000000000e+01, 1.032480907440185547e+01, 2.713983535766601562e+00
-9.500000000000000000e+01, -2.500000000000000000e+01, 1.008853054046630859e+01, 2.085306167602539062e+00
-8.500000000000000000e+01, -2.500000000000000000e+01, 1.121167755126953125e+01, 1.420984268188476562e+00
-7.500000000000000000e+01, -2.500000000000000000e+01, 9.845715522766113281e+00, 3.351261019706726074e-01
-6.500000000000000000e+01, -2.500000000000000000e+01, 8.084711074829101562e+00, -4.887071549892425537e-01
-5.500000000000000000e+01, -2.500000000000000000e+01, 7.566057205200195312e+00, -8.738551735877990723e-01
-4.500000000000000000e+01, -2.500000000000000000e+01, 7.592100143432617188e+00, -9.063659906387329102e-01
-3.500000000000000000e+01, -2.500000000000000000e+01, 7.811377048492431641e+00, -6.328688263893127441e-01
-2.500000000000000000e+01, -2.500000000000000000e+01, 8.406658172607421875e+00, -2.883822917938232422e-01
-1.500000000000000000e+01, -2.500000000000000000e+01, 9.123099327087402344e+00, 1.932691335678100586e-01
-5.000000000000000000e+00, -2.500000000000000000e+01, 9.649793624877929688e+00, 6.210026741027832031e-01
5.000000000000000000e+00, -2.500000000000000000e+01, 9.779635429382324219e+00, 8.396975994110107422e-01
1.500000000000000000e+01, -2.500000000000000000e+01, 9.710807800292968750e+00, 1.053033590316772461e+00
2.500000000000000000e+01, -2.500000000000000000e+01, 9.478936195373535156e+00, 1.272521376609802246e+00
3.500000000000000000e+01, -2.500000000000000000e+01, 9.231287002563476562e+00, 1.460728168487548828e+00
4.500000000000000000e+01, -2.500000000000000000e+01, 9.228941917419433594e+00, 1.614313721656799316e+00
5.500000000000000000e+01, -2.500000000000000000e+01, 9.302106857299804688e+00, 1.523357033729553223e+00
6.500000000000000000e+01, -2.500000000000000000e+01, 9.238808631896972656e+00, 1.142498373985290527e+00
7.500000000000000000e+01, -2.500000000000000000e+01, 9.109715461730957031e+00, 8.176818490028381348e-01
8.500000000000000000e+01, -2.500000000000000000e+01, 8.965387344360351562e+00, 7.749084234237670898e-01
9.500000000000000000e+01, -2.500000000000000000e+01, 8.878557205200195312e+00, 5.993839502334594727e-01
1.050000000000000000e+02, -2.500000000000000000e+01, 8.958912849426269531e+00, 4.388622045516967773e-01
1.150000000000000000e+02, -2.500000000000000000e+01, 9.255171775817871094e+00, 3.860151171684265137e-01
1.250000000000000000e+02, -2.500000000000000000e+01, 9.495242118835449219e+00, 3.217593431472778320e-01
1.350000000000000000e+02, -2.500000000000000000e+01, 9.575496673583984375e+00, 2.163169384002685547e-01
1.450000000000000000e+02, -2.500000000000000000e+01, 9.560997009277343750e+00, 1.470613926649093628e-01
1.550000000000000000e+02, -2.500000000000000000e+01, 9.511600494384765625e+00, 1.278584897518157959e-01
1.650000000000000000e+02, -2.500000000000000000e+01, 9.429405212402343750e+00, 1.134976446628570557e-01
1.750000000000000000e+02, -2.500000000000000000e+01, 9.382924079895019531e+00, 1.154962778091430664e-01
1.850000000000000000e+02, -2.500000000000000000e+01, 9.746604919433593750e+00, 2.818328142166137695e-01
1.950000000000000000e+02, -2.500000000000000000e+01, 1.025032138824462891e+01, 4.868641197681427002e-01
-1.950000000000000000e+02, -1.500000000000000000e+01, 9.774846076965332031e+00, 4.294762313365936279e-01
-1.850000000000000000e+02, -1.500000000000000000e+01, 9.780657768249511719e+00, 4.614169001579284668e-01
-1.750000000000000000e+02, -1.500000000000000000e+01, 9.783410072326660156e+00, 5.070627331733703613e-01
-1.650000000000000000e+02, -1.500000000000000000e+01, 9.783286094665527344e+00, 5.735722780227661133e-01
-1.550000000000000000e+02, -1.500000000000000000e+01, 9.782074928283691406e+00, 6.655359864234924316e-01
-1.450000000000000000e+02, -1.500000000000000000e+01, 9.854239463806152344e+00, 9.475378990173339844e-01
-1.350000000000000000e+02, -1.500000000000000000e+01, 1.087338066101074219e+01, 2.534655332565307617e+00
-1.250000000000000000e+02, -1.500000000000000000e+01, 1.209641170501708984e+01, 3.959964275360107422e+00
-1.150000000000000000e+02, -1.500000000000000000e+01, 1.248058700561523438e+01, 5.917090892791748047e+00
-1.050000000000000000e+02, -1.500000000000000000e+01, 1.321474647521972656e+01, 5.861171245574951172e+00
-9.500000000000000000e+01, -1.500000000000000000e+01, 1.038162231445312500e+01, 2.370457172393798828e+00
-8.500000000000000000e+01, -1.500000000000000000e+01, 1.056138229370117188e+01, 1.577599406242370605e+00
-7.500000000000000000e+01, -1.500000000000000000e+01, 1.056030654907226562e+01, 8.670423030853271484e-01
-6.500000000000000000e+01, -1.500000000000000000e+01, 9.767465591430664062e+00, 6.220674514770507812e-02
-5.500000000000000000e+01, -1.500000000000000000e+01, 8.994176864624023438e+00, -5.126481652259826660e-01
-4.500000000000000000e+01, -1.500000000000000000e+01, 8.655450820922851562e+00, -7.399359345436096191e-01
-3.500000000000000000e+01, -1.500000000000000000e+01, 8.161027908325195312e+00, -6.974980831146240234e-01
-2.500000000000000000e+01, -1.500000000000000000e+01, 8.222343444824218750e+00, -3.846154808998107910e-01
-1.500000000000000000e+01, -1.500000000000000000e+01, 8.484042167663574219e+00, 1.870841979980468750e-01
-5.000000000000000000e+00, -1.500000000000000000e+01, 8.319850921630859375e+00, 7.193531990051269531e-01
5.000000000000000000e+00, -1.500000000000000000e+01, 7.794555664062500000e+00, 7.138061523437500000e-01
1.500000000000000000e+01, -1.500000000000000000e+01, 7.622472763061523438e+00, 7.811440229415893555e-01
2.500000000000000000e+01, -1.500000000000000000e+01, 7.431973457336425781e+00, 1.041765093803405762e+00
3.500000000000000000e+01, -1.500000000000000000e+01, 7.290427207946777344e+00, 1.338044285774230957e+00
4.500000000000000000e+01, -1.500000000000000000e+01, 7.568118572235107422e+00, 1.653692364692687988e+00
5.500000000000000000e+01, -1.500000000000000000e+01, 7.876489162445068359e+00, 1.690069556236267090e+00
6.500000000000000000e+01, -1.500000000000000000e+01, 8.021963119506835938e+00, 1.347000122070312500e+00
7.500000000000000000e+01, -1.500000000000000000e+01, 8.017982482910156250e+00, 1.030713558197021484e+00
8.500000000000000000e+01, -1.500000000000000000e+01, 7.949421882629394531e+00, 9.116690158843994141e-01
9.500000000000000000e+01, -1.500000000000000000e+01, 8.043847084045410156e+00, 6.384584903717041016e-01
1.050000000000000000e+02, -1.500000000000000000e+01, 8.286924362182617188e+00, 4.342172443866729736e-01
1.150000000000000000e+02, -1.500000000000000000e+01, 8.591010093688964844e+00, 3.447876274585723877e-01
1.250000000000000000e+02, -1.500000000000000000e+01, 8.852879524230957031e+00, 2.504328489303588867e-01
1.350000000000000000e+02, -1.500000000000000000e+01, 9.049071311950683594e+00, 1.384854167699813843e-01
1.450000000000000000e+02, -1.500000000000000000e+01, 9.138210296630859375e+00, 6.733621656894683838e-02
1.550000000000000000e+02, -1.500000000000000000e+01, 9.108078956604003906e+00, 3.703498840332031250e-02
1.650000000000000000e+02, -1.500000000000000000e+01, 9.104277610778808594e+00, 6.788998842239379883e-03
1.750000000000000000e+02, -1.500000000000000000e+01, 9.358003616333007812e+00, 1.725357770919799805e-02
1.850000000000000000e+02, -1.500000000000000000e+01, 9.949559211730957031e+00, 4.640543460845947266e-02
1.950000000000000000e+02, -1.500000000000000000e+01, 9.717867851257324219e+00, 9.623423218727111816e-02
-1.950000000000000000e+02, -5.000000000000000000e+00, 9.796085357666015625e+00, 4.739274382591247559e-01
-1.850000000000000000e+02, -5.000000000000000000e+00, 9.800151824951171875e+00, 5.150510072708129883e-01
-1.750000000000000000e+02, -5.000000000000000000e+00, 9.798271179199218750e+00, 5.760924816131591797e-01
-1.650000000000000000e+02, -5.000000000000000000e+00, 9.790857315063476562e+00, 6.660200357437133789e-01
-1.550000000000000000e+02, -5.000000000000000000e+00, 9.816578865051269531e+00, 8.400297760963439941e-01
-1.450000000000000000e+02, -5.000000000000000000e+00, 1.009694862365722656e+01, 1.404334664344787598e+00
-1.350000000000000000e+02, -5.000000000000000000e+00, 1.079144859313964844e+01, 2.341895580291748047e+00
-1.250000000000000000e+02, -5.000000000000000000e+00, 1.150370216369628906e+01, 3.311554431915283203e+00
-1.150000000000000000e+02, -5.000000000000000000e+00, 1.179129791259765625e+01, 4.620952129364013672e+00
-1.050000000000000000e+02, -5.000000000000000000e+00, 1.249832725524902344e+01, 4.659435749053955078e+00
-9.500000000000000000e+01, -5.000000000000000000e+00, 1.176615810394287109e+01, 3.183456182479858398e+00
-8.500000000000000000e+01, -5.000000000000000000e+00, 9.500205993652343750e+00, 1.382485747337341309e+00
-7.500000000000000000e+01, -5.000000000000000000e+00, 8.817481994628906250e+00, 5.477776527404785156e-01
-6.500000000000000000e+01, -5.000000000000000000e+00, 8.862246513366699219e+00, 9.674906730651855469e-02
-5.500000000000000000e+01, -5.000000000000000000e+00, 8.577939987182617188e+00, -3.109791278839111328e-01
-4.500000000000000000e+01, -5.000000000000000000e+00, 8.445436477661132812e+00, -5.247263908386230469e-01
-3.500000000000000000e+01, -5.000000000000000000e+00, 8.297013282775878906e+00, -4.959704577922821045e-01
-2.500000000000000000e+01, -5.000000000000000000e+00, 8.078855514526367188e+00, -2.775187790393829346e-01
-1.500000000000000000e+01, -5.000000000000000000e+00, 7.569150924682617188e+00, 8.375275135040283203e-02
-5.000000000000000000e+00, -5.000000000000000000e+00, 6.700261116027832031e+00, 2.866792678833007812e-01
5.000000000000000000e+00, -5.000000000000000000e+00, 6.111550331115722656e+00, 9.641641378402709961e-02
1.500000000000000000e+01, -5.000000000000000000e+00, 6.065321445465087891e+00, -4.919230937957763672e-03
2.500000000000000000e+01, -5.000000000000000000e+00, 6.039893150329589844e+00, 1.346317678689956665e-01
3.500000000000000000e+01, -5.000000000000000000e+00, 6.181310176849365234e+00, 3.307567536830902100e-01
4.500000000000000000e+01, -5.000000000000000000e+00, 6.546237468719482422e+00, 6.533663272857666016e-01
5.500000000000000000e+01, -5.000000000000000000e+00, 6.879410743713378906e+00, 8.781177997589111328e-01
6.500000000000000000e+01, -5.000000000000000000e+00, 7.088687896728515625e+00, 7.726038694381713867e-01
7.500000000000000000e+01, -5.000000000000000000e+00, 7.089313030242919922e+00, 5.867427587509155273e-01
8.500000000000000000e+01, -5.000000000000000000e+00, 7.059285640716552734e+00, 5.013660788536071777e-01
9.500000000000000000e+01, -5.000000000000000000e+00, 7.261400222778320312e+00, 4.132374525070190430e-01
1.050000000000000000e+02, -5.000000000000000000e+00, 7.677612781524658203e+00, 3.327231705188751221e-01
1.150000000000000000e+02, -5.000000000000000000e+00, 8.127650260925292969e+00, 2.330385148525238037e-01
1.250000000000000000e+02, -5.000000000000000000e+00, 8.473649024963378906e+00, 1.244032382965087891e-01
1.350000000000000000e+02, -5.000000000000000000e+00, 8.743030548095703125e+00, 1.566863059997558594e-02
1.450000000000000000e+02, -5.000000000000000000e+00, 8.886814117431640625e+00, -5.562531948089599609e-02
1.550000000000000000e+02, -5.000000000000000000e+00, 8.928163528442382812e+00, -8.227698504924774170e-02
1.650000000000000000e+02, -5.000000000000000000e+00, 9.124484062194824219e+00, -6.330204010009765625e-02
1.750000000000000000e+02, -5.000000000000000000e+00, 9.722882270812988281e+00, 4.931703582406044006e-02
1.850000000000000000e+02, -5.000000000000000000e+00, 1.048499202728271484e+01, 1.444767117500305176e-01
1.950000000000000000e+02, -5.000000000000000000e+00, 1.072480106353759766e+01, 1.339770853519439697e-01
-1.950000000000000000e+02, 5.000000000000000000e+00, 9.869245529174804688e+00, 4.976995885372161865e-01
-1.850000000000000000e+02, 5.000000000000000000e+00, 9.868625640869140625e+00, 5.514885783195495605e-01
-1.750000000000000000e+02, 5.000000000000000000e+00, 9.862024307250976562e+00, 6.283510327339172363e-01
-1.650000000000000000e+02, 5.000000000000000000e+00, 9.868851661682128906e+00, 7.467441558837890625e-01
-1.550000000000000000e+02, 5.000000000000000000e+00, 9.944900512695312500e+00, 1.033487081527709961e+00
-1.450000000000000000e+02, 5.000000000000000000e+00, 1.012688827514648438e+01, 1.449494004249572754e+00
-1.350000000000000000e+02, 5.000000000000000000e+00, 1.056405162811279297e+01, 2.099634647369384766e+00
-1.250000000000000000e+02, 5.000000000000000000e+00, 1.101456737518310547e+01, 2.758934020996093750e+00
-1.150000000000000000e+02, 5.000000000000000000e+00, 1.136044311523437500e+01, 3.489811897277832031e+00
-1.050000000000000000e+02, 5.000000000000000000e+00, 1.199119377136230469e+01, 3.723526000976562500e+00
-9.500000000000000000e+01, 5.000000000000000000e+00, 1.229510021209716797e+01, 3.121425867080688477e+00
-8.500000000000000000e+01, 5.000000000000000000e+00, 1.140959930419921875e+01, 1.917849779129028320e+00
-7.500000000000000000e+01, 5.000000000000000000e+00, 9.545730590820312500e+00, 6.578027009963989258e-01
-6.500000000000000000e+01, 5.000000000000000000e+00, 7.156370162963867188e+00, -3.445796370506286621e-01
-5.500000000000000000e+01, 5.000000000000000000e+00, 5.181580066680908203e+00, -8.717261552810668945e-01
-4.500000000000000000e+01, 5.000000000000000000e+00, 4.473101615905761719e+00, -8.920846581459045410e-01
-3.500000000000000000e+01, 5.000000000000000000e+00, 4.860736846923828125e+00, -6.353585720062255859e-01
-2.500000000000000000e+01, 5.000000000000000000e+00, 5.587934494018554688e+00, -4.152323007583618164e-01
-1.500000000000000000e+01, 5.000000000000000000e+00, 5.948324680328369141e+00, -3.736684918403625488e-01
-5.000000000000000000e+00, 5.000000000000000000e+00, 5.838353157043457031e+00, -5.324293971061706543e-01
5.000000000000000000e+00, 5.000000000000000000e+00, 5.833897590637207031e+00, -8.363580703735351562e-01
1.500000000000000000e+01, 5.000000000000000000e+00, 6.123574256896972656e+00, -1.133107781410217285e+00
2.500000000000000000e+01, 5.000000000000000000e+00, 6.458158493041992188e+00, -1.208879232406616211e+00
3.500000000000000000e+01, 5.000000000000000000e+00, 6.876470565795898438e+00, -9.721845984458923340e-01
4.500000000000000000e+01, 5.000000000000000000e+00, 7.157615661621093750e+00, -6.660318374633789062e-01
5.500000000000000000e+01, 5.000000000000000000e+00, 7.301664352416992188e+00, -4.597485065460205078e-01
6.500000000000000000e+01, 5.000000000000000000e+00, 7.328085422515869141e+00, -3.923547267913818359e-01
7.500000000000000000e+01, 5.000000000000000000e+00, 7.301593780517578125e+00, -4.336633682250976562e-01
8.500000000000000000e+01, 5.000000000000000000e+00, 7.350621223449707031e+00, -3.430451154708862305e-01
9.500000000000000000e+01, 5.000000000000000000e+00, 7.559776782989501953e+00, -1.734446287155151367e-01
1.050000000000000000e+02, 5.000000000000000000e+00, 7.851196765899658203e+00, -1.632130146026611328e-02
1.150000000000000000e+02, 5.000000000000000000e+00, 8.150770187377929688e+00, 2.104216814041137695e-02
1.250000000000000000e+02, 5.000000000000000000e+00, 8.410141944885253906e+00, -4.505464434623718262e-02
1.350000000000000000e+02, 5.000000000000000000e+00, 8.632326126098632812e+00, -1.335597634315490723e-01
1.450000000000000000e+02, 5.000000000000000000e+00, 8.805899620056152344e+00, -2.070705592632293701e-01
1.550000000000000000e+02, 5.000000000000000000e+00, 8.907808303833007812e+00, -1.995437592267990112e-01
1.650000000000000000e+02, 5.000000000000000000e+00, 9.073731422424316406e+00, -1.001544594764709473e-01
1.750000000000000000e+02, 5.000000000000000000e+00, 9.375898361206054688e+00, 9.901690483093261719e-02
1.850000000000000000e+02, 5.000000000000000000e+00, 9.699728012084960938e+00, 2.752900719642639160e-01
1.950000000000000000e+02, 5.000000000000000000e+00, 9.388866424560546875e+00, 2.136105597019195557e-01
-1.950000000000000000e+02, 1.500000000000000000e+01, 9.945147514343261719e+00, 5.202289819717407227e-01
-1.850000000000000000e+02, 1.500000000000000000e+01, 9.951079368591308594e+00, 5.743844509124755859e-01
-1.750000000000000000e+02, 1.500000000000000000e+01, 9.950152397155761719e+00, 6.581386327743530273e-01
-1.650000000000000000e+02, 1.500000000000000000e+01, 9.985644340515136719e+00, 8.259072303771972656e-01
-1.550000000000000000e+02, 1.500000000000000000e+01, 9.999613761901855469e+00, 1.122693300247192383e+00
-1.450000000000000000e+02, 1.500000000000000000e+01, 1.001379203796386719e+01, 1.439887046813964844e+00
-1.350000000000000000e+02, 1.500000000000000000e+01, 1.023793983459472656e+01, 1.893212437629699707e+00
-1.250000000000000000e+02, 1.500000000000000000e+01, 1.058014202117919922e+01, 2.438878536224365234e+00
-1.150000000000000000e+02, 1.500000000000000000e+01, 1.101624107360839844e+01, 2.999813795089721680e+00
-1.050000000000000000e+02, 1.500000000000000000e+01, 1.166526317596435547e+01, 3.201851844787597656e+00
-9.500000000000000000e+01, 1.500000000000000000e+01, 1.225916576385498047e+01, 2.890946149826049805e+00
-8.500000000000000000e+01, 1.500000000000000000e+01, 1.233845710754394531e+01, 2.189181089401245117e+00
-7.500000000000000000e+01, 1.500000000000000000e+01, 1.155950164794921875e+01, 1.319845199584960938e+00
-6.500000000000000000e+01, 1.500000000000000000e+01, 1.004602909088134766e+01, 4.216750264167785645e-01
-5.500000000000000000e+01, 1.500000000000000000e+01, 8.568845748901367188e+00, -2.696002721786499023e-01
-4.500000000000000000e+01, 1.500000000000000000e+01, 7.729456424713134766e+00, -5.940567255020141602e-01
-3.500000000000000000e+01, 1.500000000000000000e+01, 7.365697860717773438e+00, -7.841992378234863281e-01
-2.500000000000000000e+01, 1.500000000000000000e+01, 7.391571998596191406e+00, -9.264343976974487305e-01
-1.500000000000000000e+01, 1.500000000000000000e+01, 7.485554218292236328e+00, -1.046904087066650391e+00
-5.000000000000000000e+00, 1.500000000000000000e+01, 7.574653625488281250e+00, -1.206898093223571777e+00
5.000000000000000000e+00, 1.500000000000000000e+01, 7.838751792907714844e+00, -1.549692869186401367e+00
1.500000000000000000e+01, 1.500000000000000000e+01, 8.204617500305175781e+00, -1.971790313720703125e+00
2.500000000000000000e+01, 1.500000000000000000e+01, 8.385886192321777344e+00, -2.140326976776123047e+00
3.500000000000000000e+01, 1.500000000000000000e+01, 8.423497200012207031e+00, -1.960434794425964355e+00
4.500000000000000000e+01, 1.500000000000000000e+01, 8.470891952514648438e+00, -1.669533252716064453e+00
5.500000000000000000e+01, 1.500000000000000000e+01, 8.459246635437011719e+00, -1.404824733734130859e+00
6.500000000000000000e+01, 1.500000000000000000e+01, 8.385934829711914062e+00, -1.236851334571838379e+00
7.500000000000000000e+01, 1.500000000000000000e+01, 8.342209815979003906e+00, -1.068489313125610352e+00
8.500000000000000000e+01, 1.500000000000000000e+01, 8.391588211059570312e+00, -8.042974472045898438e-01
9.500000000000000000e+01, 1.500000000000000000e+01, 8.477447509765625000e+00, -5.411954522132873535e-01
1.050000000000000000e+02, 1.500000000000000000e+01, 8.607151985168457031e+00, -3.546226322650909424e-01
1.150000000000000000e+02, 1.500000000000000000e+01, 8.770021438598632812e+00, -2.600265443325042725e-01
1.250000000000000000e+02, 1.500000000000000000e+01, 8.922877311706542969e+00, -2.601212859153747559e-01
1.350000000000000000e+02, 1.500000000000000000e+01, 9.070402145385742188e+00, -3.019718527793884277e-01
1.450000000000000000e+02, 1.500000000000000000e+01, 9.173728942871093750e+00, -3.351852595806121826e-01
1.550000000000000000e+02, 1.500000000000000000e+01, 9.232073783874511719e+00, -2.937380969524383545e-01
1.650000000000000000e+02, 1.500000000000000000e+01, 9.272042274475097656e+00, -1.843133866786956787e-01
1.750000000000000000e+02, 1.500000000000000000e+01, 9.265675544738769531e+00, -2.737564593553543091e-02
1.850000000000000000e+02, 1.500000000000000000e+01, 9.322980880737304688e+00, 1.324454843997955322e-01
1.950000000000000000e+02, 1.500000000000000000e+01, 9.510856628417968750e+00, 1.565575003623962402e-01
-1.950000000000000000e+02, 2.500000000000000000e+01, 1.000716114044189453e+01, 5.314437150955200195e-01
-1.850000000000000000e+02, 2.500000000000000000e+01, 1.003680706024169922e+01, 5.707605481147766113e-01
-1.750000000000000000e+02, 2.500000000000000000e+01, 1.006838417053222656e+01, 6.472218036651611328e-01
-1.650000000000000000e+02, 2.500000000000000000e+01, 1.005735874176025391e+01, 8.919891715049743652e-01
-1.550000000000000000e+02, 2.500000000000000000e+01, 9.966370582580566406e+00, 1.151267766952514648e+00
-1.450000000000000000e+02, 2.500000000000000000e+01, 9.947210311889648438e+00, 1.390783190727233887e+00
-1.350000000000000000e+02, 2.500000000000000000e+01, 1.007380867004394531e+01, 1.691613554954528809e+00
-1.250000000000000000e+02, 2.500000000000000000e+01, 1.035255622863769531e+01, 2.058006525039672852e+00
-1.150000000000000000e+02, 2.500000000000000000e+01, 1.079166316986083984e+01, 2.382718086242675781e+00
-1.050000000000000000e+02, 2.500000000000000000e+01, 1.137436676025390625e+01, 2.530313253402709961e+00
-9.500000000000000000e+01, 2.500000000000000000e+01, 1.194467353820800781e+01, 2.449887990951538086e+00
-8.500000000000000000e+01, 2.500000000000000000e+01, 1.229124450683593750e+01, 2.199722051620483398e+00
-7.500000000000000000e+01, 2.500000000000000000e+01, 1.219551181793212891e+01, 1.808439850807189941e+00
-6.500000000000000000e+01, 2.500000000000000000e+01, 1.166574954986572266e+01, 1.255310535430908203e+00
-5.500000000000000000e+01, 2.500000000000000000e+01, 1.105068683624267578e+01, 6.491788625717163086e-01
-4.500000000000000000e+01, 2.500000000000000000e+01, 1.062834262847900391e+01, 1.294394135475158691e-01
-3.500000000000000000e+01, 2.500000000000000000e+01, 1.035001087188720703e+01, -3.166930079460144043e-01
-2.500000000000000000e+01, 2.500000000000000000e+01, 1.011849784851074219e+01, -7.025387287139892578e-01
-1.500000000000000000e+01, 2.500000000000000000e+01, 9.941623687744140625e+00, -9.354411363601684570e-01
-5.000000000000000000e+00, 2.500000000000000000e+01, 9.930500984191894531e+00, -1.166488289833068848e+00
5.000000000000000000e+00, 2.500000000000000000e+01, 1.012549018859863281e+01, -1.510304927825927734e+00
1.500000000000000000e+01, 2.500000000000000000e+01, 1.033371162414550781e+01, -1.867832541465759277e+00
2.500000000000000000e+01, 2.500000000000000000e+01, 1.034883308410644531e+01, -2.073284864425659180e+00
3.500000000000000000e+01, 2.500000000000000000e+01, 1.019986724853515625e+01, -2.070296764373779297e+00
4.500000000000000000e+01, 2.500000000000000000e+01, 9.995465278625488281e+00, -1.911039829254150391e+00
5.500000000000000000e+01, 2.500000000000000000e+01, 9.791294097900390625e+00, -1.688246846199035645e+00
6.500000000000000000e+01, 2.500000000000000000e+01, 9.597803115844726562e+00, -1.471263766288757324e+00
7.500000000000000000e+01, 2.500000000000000000e+01, 9.487007141113281250e+00, -1.267262458801269531e+00
8.500000000000000000e+01, 2.500000000000000000e+01, 9.438774108886718750e+00, -1.040786743164062500e+00
9.500000000000000000e+01, 2.500000000000000000e+01, 9.409436225891113281e+00, -8.122448325157165527e-01
1.050000000000000000e+02, 2.500000000000000000e+01, 9.449744224548339844e+00, -6.329718232154846191e-01
1.150000000000000000e+02, 2.500000000000000000e+01, 9.544434547424316406e+00, -5.122056007385253906e-01
1.250000000000000000e+02, 2.500000000000000000e+01, 9.646277427673339844e+00, -4.503943920135498047e-01
1.350000000000000000e+02, 2.500000000000000000e+01, 9.725639343261718750e+00, -4.181036353111267090e-01
1.450000000000000000e+02, 2.500000000000000000e+01, 9.762153625488281250e+00, -3.864067494869232178e-01
1.550000000000000000e+02, 2.500000000000000000e+01, 9.786006927490234375e+00, -3.277245759963989258e-01
1.650000000000000000e+02, 2.500000000000000000e+01, 9.794051170349121094e+00, -2.382961213588714600e-01
1.750000000000000000e+02, 2.500000000000000000e+01, 9.777333259582519531e+00, -1.249084323644638062e-01
1.850000000000000000e+02, 2.500000000000000000e+01, 9.818432807922363281e+00, 3.314461559057235718e-02
1.950000000000000000e+02, 2.500000000000000000e+01, 9.985079765319824219e+00, 1.644117534160614014e-01
-1.950000000000000000e+02, 3.500000000000000000e+01, 1.006681346893310547e+01, 5.333085656166076660e-01
-1.850000000000000000e+02, 3.500000000000000000e+01, 1.011234188079833984e+01, 5.575184226036071777e-01
-1.750000000000000000e+02, 3.500000000000000000e+01, 1.012038707733154297e+01, 6.802700161933898926e-01
-1.650000000000000000e+02, 3.500000000000000000e+01, 1.004957962036132812e+01, 9.129842519760131836e-01
-1.550000000000000000e+02, 3.500000000000000000e+01, 9.977113723754882812e+00, 1.112001776695251465e+00
-1.450000000000000000e+02, 3.500000000000000000e+01, 9.978175163269042969e+00, 1.313460588455200195e+00
-1.350000000000000000e+02, 3.500000000000000000e+01, 1.009317493438720703e+01, 1.539950609207153320e+00
-1.250000000000000000e+02, 3.500000000000000000e+01, 1.034237861633300781e+01, 1.775379180908203125e+00
-1.150000000000000000e+02, 3.500000000000000000e+01, 1.072998332977294922e+01, 1.925049662590026855e+00
-1.050000000000000000e+02, 3.500000000000000000e+01, 1.122415637969970703e+01, 1.988702774047851562e+00
-9.500000000000000000e+01, 3.500000000000000000e+01, 1.169554042816162109e+01, 2.013484954833984375e+00
-8.500000000000000000e+01, 3.500000000000000000e+01, 1.204355716705322266e+01, 2.022698879241943359e+00
-7.500000000000000000e+01, 3.500000000000000000e+01, 1.218284606933593750e+01, 1.924598574638366699e+00
-6.500000000000000000e+01, 3.500000000000000000e+01, 1.209040546417236328e+01, 1.632330417633056641e+00
-5.500000000000000000e+01, 3.500000000000000000e+01, 1.194773101806640625e+01, 1.236581087112426758e+00
-4.500000000000000000e+01, 3.500000000000000000e+01, 1.184636592864990234e+01, 8.029949069023132324e-01
-3.500000000000000000e+01, 3.500000000000000000e+01, 1.179564094543457031e+01, 3.570145666599273682e-01
-2.500000000000000000e+01, 3.500000000000000000e+01, 1.174731445312500000e+01, -7.651710510253906250e-02
-1.500000000000000000e+01, 3.500000000000000000e+01, 1.170629215240478516e+01, -4.560601711273193359e-01
-5.000000000000000000e+00, 3.500000000000000000e+01, 1.173814296722412109e+01, -8.062664270401000977e-01
5.000000000000000000e+00, 3.500000000000000000e+01, 1.182007217407226562e+01, -1.148353457450866699e+00
1.500000000000000000e+01, 3.500000000000000000e+01, 1.183970737457275391e+01, -1.398628711700439453e+00
2.500000000000000000e+01, 3.500000000000000000e+01, 1.172903919219970703e+01, -1.507829785346984863e+00
3.500000000000000000e+01, 3.500000000000000000e+01, 1.148790264129638672e+01, -1.561772465705871582e+00
4.500000000000000000e+01, 3.500000000000000000e+01, 1.112407302856445312e+01, -1.555592536926269531e+00
5.500000000000000000e+01, 3.500000000000000000e+01, 1.077766895294189453e+01, -1.457963466644287109e+00
6.500000000000000000e+01, 3.500000000000000000e+01, 1.051833724975585938e+01, -1.324713110923767090e+00
7.500000000000000000e+01, 3.500000000000000000e+01, 1.038070106506347656e+01, -1.197927117347717285e+00
8.500000000000000000e+01, 3.500000000000000000e+01, 1.031065273284912109e+01, -1.063049554824829102e+00
